file,source_path,date,time,crs,width,height,pixel_size_x,pixel_size_y,bbox_left,bbox_bottom,bbox_right,bbox_top,center_lon,center_lat,upper_left_lon,upper_left_lat,upper_right_lon,upper_right_lat,lower_right_lon,lower_right_lat,lower_left_lon,lower_left_lat,error
00000.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00000.tif,2023-01-13,20:28:32,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,3.9656639450910203,55.14999011252874,4.1496389152786985,55.33396508271642,4.057651430184859,55.24197759762258,3.9656639450910203,55.33396508271642,4.1496389152786985,55.33396508271642,4.1496389152786985,55.14999011252874,3.9656639450910203,55.14999011252874,
00001.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00001.tif,2023-01-13,20:46:07,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.079664728927639,55.38103680360428,5.263639699115317,55.56501177379196,5.171652214021478,55.47302428869812,5.079664728927639,55.56501177379196,5.263639699115317,55.56501177379196,5.263639699115317,55.38103680360428,5.079664728927639,55.38103680360428,
00002.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00002.tif,2023-01-13,20:54:31,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.90018590944241,55.35956706831382,6.084160879630088,55.5435420385015,5.992173394536248,55.45155455340766,5.90018590944241,55.5435420385015,6.084160879630088,55.5435420385015,6.084160879630088,55.35956706831382,5.90018590944241,55.35956706831382,
00003.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00003.tif,2023-01-13,20:55:47,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.845568340167943,55.26102188164592,6.029543310355621,55.444996851833594,5.937555825261782,55.353009366739755,5.845568340167943,55.444996851833594,6.029543310355621,55.444996851833594,6.029543310355621,55.26102188164592,5.845568340167943,55.26102188164592,
00004.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00004.tif,2023-01-13,21:02:06,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.782596438751165,55.15969191759723,5.966571408938843,55.343666887784906,5.8745839238450035,55.25167940269107,5.782596438751165,55.343666887784906,5.966571408938843,55.343666887784906,5.966571408938843,55.15969191759723,5.782596438751165,55.15969191759723,
00005.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00005.tif,2023-01-13,21:04:09,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.679829170247891,54.937448716306065,5.863804140435569,55.12142368649374,5.7718166553417305,55.0294362013999,5.679829170247891,55.12142368649374,5.863804140435569,55.12142368649374,5.863804140435569,54.937448716306065,5.679829170247891,54.937448716306065,
00006.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00006.tif,2023-01-13,21:05:55,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,5.615240301319698,54.91624847560084,5.799215271507376,55.100223445788515,5.707227786413537,55.00823596069468,5.615240301319698,55.100223445788515,5.799215271507376,55.100223445788515,5.799215271507376,54.91624847560084,5.615240301319698,54.91624847560084,
00007.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00007.tif,2023-01-13,21:25:04,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,30.625126448259813,32.08565120571045,30.80910141844749,32.269626175898125,30.71711393335365,32.17763869080429,30.625126448259813,32.269626175898125,30.80910141844749,32.269626175898125,30.80910141844749,32.08565120571045,30.625126448259813,32.08565120571045,
00008.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00008.tif,2023-01-13,21:26:27,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,30.577875064315126,32.041723588317005,30.761850034502803,32.22569855850468,30.669862549408965,32.13371107341084,30.577875064315126,32.22569855850468,30.761850034502803,32.22569855850468,30.761850034502803,32.041723588317005,30.577875064315126,32.041723588317005,
00009.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00009.tif,2023-01-13,22:15:57,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,29.198322133239117,32.45081711280943,29.382297103426794,32.63479208299711,29.290309618332955,32.54280459790327,29.198322133239117,32.63479208299711,29.382297103426794,32.63479208299711,29.382297103426794,32.45081711280943,29.198322133239117,32.45081711280943,
00010.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00010.tif,2023-01-13,22:17:17,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,29.131487476100624,32.51917890593093,29.3154624462883,32.703153876118606,29.223474961194462,32.61116639102477,29.131487476100624,32.703153876118606,29.3154624462883,32.703153876118606,29.3154624462883,32.51917890593093,29.131487476100624,32.51917890593093,
00011.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00011.tif,2023-01-13,22:33:46,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,28.84740029177702,32.71636046200168,29.031375261964698,32.90033543218936,28.93938777687086,32.80834794709552,28.84740029177702,32.90033543218936,29.031375261964698,32.90033543218936,29.031375261964698,32.71636046200168,28.84740029177702,32.71636046200168,
00012.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00012.tif,2023-01-13,22:39:25,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,29.149503721826417,32.1114349496756,29.333478692014094,32.295409919863275,29.241491206920255,32.203422434769436,29.149503721826417,32.295409919863275,29.333478692014094,32.295409919863275,29.333478692014094,32.1114349496756,29.149503721826417,32.1114349496756,
00013.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00013.tif,2023-01-13,22:41:09,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,29.171153120173695,32.07397520232781,29.355128090361372,32.257950172515486,29.263140605267534,32.16596268742165,29.171153120173695,32.257950172515486,29.355128090361372,32.257950172515486,29.355128090361372,32.07397520232781,29.171153120173695,32.07397520232781,
00014.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00014.tif,2023-01-13,22:58:33,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,28.81960420799685,32.88947972358591,29.003579178184527,33.073454693773584,28.91159169309069,32.981467208679746,28.81960420799685,33.073454693773584,29.003579178184527,33.073454693773584,29.003579178184527,32.88947972358591,28.81960420799685,32.88947972358591,
00015.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00015.tif,2023-01-13,23:00:47,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,31.195558302964574,32.29874759274891,31.37953327315225,32.48272256293659,31.287545788058413,32.39073507784275,31.195558302964574,32.48272256293659,31.37953327315225,32.48272256293659,31.37953327315225,32.29874759274891,31.195558302964574,32.29874759274891,
00016.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00016.tif,2023-01-13,23:02:48,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,31.092521539876063,32.380134957490135,31.27649651006374,32.56410992767781,31.184509024969902,32.472122442583974,31.092521539876063,32.56410992767781,31.27649651006374,32.56410992767781,31.27649651006374,32.380134957490135,31.092521539876063,32.380134957490135,
00017.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00017.tif,2023-01-13,23:04:05,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,30.966847231627742,32.47517671454998,31.15082220181542,32.65915168473766,31.05883471672158,32.56716419964382,30.966847231627742,32.65915168473766,31.15082220181542,32.65915168473766,31.15082220181542,32.47517671454998,30.966847231627742,32.47517671454998,
00018.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00018.tif,2023-01-13,23:05:11,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,30.885819193000163,32.547041937279545,31.06979416318784,32.73101690746722,30.977806678094,32.63902942237338,30.885819193000163,32.73101690746722,31.06979416318784,32.73101690746722,31.06979416318784,32.547041937279545,30.885819193000163,32.547041937279545,
00019.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00019.tif,2023-01-13,23:07:20,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,30.740202285444386,32.77287839970719,30.924177255632063,32.956853369894866,30.832189770538225,32.86486588480103,30.740202285444386,32.956853369894866,30.924177255632063,32.956853369894866,30.924177255632063,32.77287839970719,30.740202285444386,32.77287839970719,
00020.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00020.tif,2023-01-16,19:46:28,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,8.629539633975162,57.6101091196886,8.81351460416284,57.79408408987628,8.721527119069002,57.70209660478244,8.629539633975162,57.79408408987628,8.81351460416284,57.79408408987628,8.81351460416284,57.6101091196886,8.629539633975162,57.6101091196886,
00021.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00021.tif,2023-01-16,19:48:13,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,8.53333006704596,57.573278193039705,8.717305037233638,57.75725316322738,8.625317552139798,57.665265678133544,8.53333006704596,57.75725316322738,8.717305037233638,57.75725316322738,8.717305037233638,57.573278193039705,8.53333006704596,57.573278193039705,
00022.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00022.tif,2023-01-16,20:37:34,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,12.049142136594256,37.011366257824726,12.233117106781934,37.1953412280124,12.141129621688094,37.103353742918564,12.049142136594256,37.1953412280124,12.233117106781934,37.1953412280124,12.233117106781934,37.011366257824726,12.049142136594256,37.011366257824726,
00023.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00023.tif,2023-01-16,20:38:46,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,12.053993039128502,36.87706812284886,12.23796800931618,37.06104309303654,12.145980524222342,36.9690556079427,12.053993039128502,37.06104309303654,12.23796800931618,37.06104309303654,12.23796800931618,36.87706812284886,12.053993039128502,36.87706812284886,
00024.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00024.tif,2023-01-16,20:41:41,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,12.035218249690404,36.94381294845894,12.219193219878083,37.12778791864662,12.127205734784244,37.03580043355278,12.035218249690404,37.12778791864662,12.219193219878083,37.12778791864662,12.219193219878083,36.94381294845894,12.035218249690404,36.94381294845894,
00025.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00025.tif,2023-01-16,21:18:34,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.10002161893033,27.85076958269108,49.283996589118004,28.034744552878756,49.192009104024166,27.942757067784918,49.10002161893033,28.034744552878756,49.283996589118004,28.034744552878756,49.283996589118004,27.85076958269108,49.10002161893033,27.85076958269108,
00026.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00026.tif,2023-01-16,21:19:45,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.20449568647342,27.834330412991694,49.3884706566611,28.01830538317937,49.29648317156726,27.926317898085532,49.20449568647342,28.01830538317937,49.3884706566611,28.01830538317937,49.3884706566611,27.834330412991694,49.20449568647342,27.834330412991694,
00027.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00027.tif,2023-01-16,21:21:00,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.24905212456575,27.723657969988167,49.43302709475343,27.907632940175844,49.34103960965959,27.815645455082006,49.24905212456575,27.907632940175844,49.43302709475343,27.907632940175844,49.43302709475343,27.723657969988167,49.24905212456575,27.723657969988167,
00028.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00028.tif,2023-01-16,21:22:29,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.16443082480169,27.75231422755158,49.34840579498937,27.936289197739256,49.25641830989553,27.844301712645418,49.16443082480169,27.936289197739256,49.34840579498937,27.936289197739256,49.34840579498937,27.75231422755158,49.16443082480169,27.75231422755158,
00029.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00029.tif,2023-01-16,21:23:46,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.066334795775845,27.60508035248439,49.25030976596352,27.789055322672066,49.15832228086968,27.697067837578228,49.066334795775845,27.789055322672066,49.25030976596352,27.789055322672066,49.25030976596352,27.60508035248439,49.066334795775845,27.60508035248439,
00030.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00030.tif,2023-01-16,21:25:41,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.0712755298385,27.679730352594724,49.25525050002618,27.8637053227824,49.16326301493234,27.771717837688563,49.0712755298385,27.8637053227824,49.25525050002618,27.8637053227824,49.25525050002618,27.679730352594724,49.0712755298385,27.679730352594724,
00031.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00031.tif,2023-01-16,21:26:46,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.17485128209748,27.65610466062238,49.358826252285155,27.840079630810056,49.26683876719132,27.748092145716218,49.17485128209748,27.840079630810056,49.358826252285155,27.840079630810056,49.358826252285155,27.65610466062238,49.17485128209748,27.65610466062238,
00032.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00032.tif,2023-01-16,21:28:12,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,49.01710711820609,27.68512024429944,49.20108208839377,27.869095214487118,49.10909460329993,27.77710772939328,49.01710711820609,27.869095214487118,49.20108208839377,27.869095214487118,49.20108208839377,27.68512024429944,49.01710711820609,27.68512024429944,
00036.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00036.tif,2023-01-16,22:09:22,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,8.535285429364334,57.026534167376305,8.719260399552013,57.21050913756398,8.627272914458175,57.11852165247014,8.535285429364334,57.21050913756398,8.719260399552013,57.21050913756398,8.719260399552013,57.026534167376305,8.535285429364334,57.026534167376305,
00037.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00037.tif,2023-01-16,22:10:43,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,8.416707811860558,57.02042562344429,8.600682782048237,57.204400593631966,8.508695296954397,57.11241310853813,8.416707811860558,57.204400593631966,8.600682782048237,57.204400593631966,8.600682782048237,57.02042562344429,8.416707811860558,57.02042562344429,
00038.tif,/Users/rana/Documents/tuwaiq/CP/Oil/00038.tif,2023-01-16,22:11:56,EPSG:4326,2048,2048,8.983152841195215e-05,8.983152841195215e-05,8.478242408822744,57.14304565972661,8.662217379010423,57.32702062991429,8.570229893916583,57.23503314482045,8.478242408822744,57.32702062991429,8.662217379010423,57.32702062991429,8.662217379010423,57.14304565972661,8.478242408822744,57.14304565972661,
